,Unnamed: 0,restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,salad,meat_type,PC1,PC2
147,148,Arbys,Buttermilk Crispy Chicken Sandwich,550,230,26,4.5,0.0,60,1480,52,2.0,6,29.0,,,,Other,white,0.19714134112510145,0.45809471994280726
148,149,Arbys,Classic French Dip & Swiss/Au Jus,540,210,23,11.0,1.0,85,2500,50,2.0,3,35.0,2.0,8.0,15.0,Other,other,0.2547593317924755,0.42768634033675
149,150,Arbys,Classic Roast Beef,360,120,14,5.0,0.5,50,970,37,2.0,5,23.0,0.0,0.0,6.0,Other,red,0.14146920557134213,0.41908714709233263
150,151,Arbys,Double Roast Beef,510,210,24,9.0,1.5,95,1610,38,2.0,5,38.0,0.0,0.0,6.0,Other,red,0.23622668944724334,0.3855827026488556
151,152,Arbys,Fire-Roasted Philly Steak,640,290,32,11.0,0.5,105,1950,46,3.0,4,42.0,,,,Other,red,0.27501696755090227,0.44562840347788535
152,153,Arbys,Grand Turkey Club,480,220,24,7.0,0.0,65,1610,37,2.0,9,30.0,15.0,10.0,15.0,Other,white,0.19892280779939078,0.4507087887169063
153,154,Arbys,Greek Gyro,710,390,44,13.0,0.0,75,1360,55,4.0,6,23.0,,,,Other,other,0.26706930268776163,0.4515899312925779
154,155,Arbys,Half Pound Beef 'n Cheddar Sandwich,740,350,39,14.0,2.0,130,2530,48,2.0,9,49.0,,,,Other,red,0.35432248574078906,0.4068196316706216
155,156,Arbys,Half Pound French Dip & Swiss,750,330,36,17.0,2.0,150,3350,51,2.0,3,55.0,,,,Other,other,0.38174022019712583,0.4094598718589595
156,157,Arbys,Half Pound Roast Beef Sandwich,610,270,30,12.0,2.0,130,2040,38,2.0,5,48.0,,,,Other,red,0.30040229775180266,0.3733769666477032
157,158,Arbys,Ham & Swiss Melt,300,80,9,4.0,0.0,35,1030,37,2.0,6,18.0,2.0,0.0,15.0,Other,red,0.11495542894555662,0.44803174241846283
158,159,Arbys,Loaded Italian Sandwich,680,360,40,14.0,0.5,100,2270,49,3.0,7,32.0,,,,Other,red,0.302174183630055,0.45668728184743473
159,160,Arbys,Pecan Chicken Salad Flatbread,710,410,46,7.0,0.5,65,980,53,4.0,9,22.0,,,,Other,white,0.251507359290567,0.4458092739295454
160,161,Arbys,Pecan Chicken Salad Sandwich,840,400,44,6.0,0.5,75,1210,81,6.0,20,33.0,10.0,8.0,25.0,Other,white,0.3055123997257827,0.5383999525279626
161,162,Arbys,2 piece Prime-Cut Chicken Tenders,240,100,11,1.5,0.0,30,640,19,1.0,0,16.0,0.0,0.0,2.0,Other,white,0.07572094957634834,0.3918463808105415
162,163,Arbys,3 piece Prime-Cut Chicken Tenders,360,150,17,2.5,0.0,45,950,28,2.0,0,23.0,0.0,4.0,2.0,Other,white,0.12010977380221417,0.41082298507425646
163,164,Arbys,5 piece Prime-Cut Chicken Tenders,600,250,28,4.0,0.0,75,1590,47,3.0,0,39.0,0.0,8.0,2.0,Other,white,0.2082682375754212,0.43811011034886965
164,165,Arbys,Reuben Sandwich,680,280,31,8.0,0.5,80,2420,62,4.0,5,37.0,6.0,20.0,35.0,Other,red,0.27912991799385245,0.5002833604350158
165,166,Arbys,Roast Beef Gyro,550,260,29,7.0,1.0,60,1290,48,3.0,5,24.0,10.0,15.0,10.0,Other,red,0.21352051419156368,0.4323157299289693
166,167,Arbys,Roast Turkey & Swiss Sandwich,710,260,28,7.0,0.0,65,1930,79,5.0,15,38.0,20.0,10.0,45.0,Other,white,0.2765303470110102,0.5660266142748527
167,168,Arbys,Roast Turkey & Swiss Wrap,520,240,27,9.0,0.0,65,1640,39,4.0,6,30.0,20.0,10.0,35.0,Other,white,0.21722113987659367,0.4760417733438855
168,169,Arbys,"Roast Turkey, Ranch & Bacon Sandwich",800,310,34,10.0,0.5,80,2420,79,5.0,16,45.0,20.0,10.0,45.0,Other,red,0.33132297728741494,0.5525034129855273
169,170,Arbys,"Roast Turkey, Ranch & Bacon Wrap",620,310,34,11.0,0.5,85,2130,39,4.0,6,37.0,20.0,10.0,30.0,Other,red,0.2718126511444897,0.45613359308354556
170,171,Arbys,Smoke Mountain w/ Beef Short Rib,740,320,35,13.0,1.0,125,2050,62,4.0,17,43.0,,,,Other,red,0.3600645630693444,0.5535006806663981
171,172,Arbys,Smokehouse Beef Short Rib Sandwich,590,250,59,10.0,1.0,75,1510,59,4.0,14,26.0,,,,Other,red,0.3091761139300139,0.5293374393533374
172,173,Arbys,Smokehouse Brisket,600,310,35,12.0,1.0,110,1240,42,2.0,7,33.0,4.0,8.0,20.0,Other,red,0.26257298318728944,0.39779459301955716
173,174,Arbys,Super Roast Beef,430,160,17,5.0,1.0,45,1060,45,3.0,11,23.0,10.0,10.0,8.0,Other,red,0.1742761881987479,0.45197172100555116
174,175,Arbys,Three Cheese Steak Sandwich,650,320,36,15.0,1.0,115,1760,44,2.0,9,30.0,,,,Other,red,0.28873826087831256,0.4073539527919535
175,176,Arbys,Triple Decker Sandwich,1030,459,51,17.0,1.0,155,2940,83,5.0,19,62.0,,,,Other,red,0.46103249892529213,0.5479427734885277
176,177,Arbys,Turkey Avocado Club,730,252,28,6.0,0.0,65,2140,80,6.0,16,41.0,,,,Other,white,0.2842275128298129,0.5847775834655096
177,178,Arbys,Turkey Gyro,470,180,20,3.5,0.0,45,1520,48,3.0,5,25.0,10.0,15.0,10.0,Other,white,0.16950111583010316,0.47445738825567674
178,179,Arbys,Ultimate BLT,980,495,55,14.0,0.0,85,2130,80,6.0,19,43.0,,,,Other,red,0.3802246866087816,0.5437675228515416
179,180,Arbys,Buffalo Chicken Slider,290,120,13,2.0,0.0,20,860,31,2.0,2,12.0,,,,Other,white,0.09327655892954016,0.42752382742605727
180,181,Arbys,Chicken Tender 'n Cheese Slider,290,110,12,3.5,0.0,25,720,30,1.0,1,15.0,,,,Other,white,0.09268979007759627,0.40790629180860827
181,182,Arbys,Corned Beef 'n Cheese Slider,220,80,9,3.5,0.0,30,890,21,1.0,1,14.0,,,,Other,red,0.08194455390408528,0.40157767102794467
182,183,Arbys,Ham 'n Cheese Slider,210,70,8,3.0,0.0,25,780,21,1.0,2,13.0,,,,Other,red,0.07451436747847306,0.40459391823901275
183,184,Arbys,Jalapeno Roast Beef 'n Cheese Slider,240,90,11,4.5,0.0,30,670,21,1.0,1,14.0,,,,Other,red,0.08378363755845628,0.3955584770121478
184,185,Arbys,Pizza Slider,300,150,17,6.0,0.0,35,930,23,1.0,2,13.0,,,,Other,other,0.1127150776773651,0.3954000626613074
185,186,Arbys,Roast Beef 'n Cheese Slider,240,90,11,4.5,0.0,30,670,21,1.0,1,14.0,,,,Other,red,0.08378363755845628,0.3955584770121478
186,187,Arbys,Turkey 'n Cheese Slider,200,60,7,2.5,0.0,25,760,21,1.0,2,14.0,,,,Other,white,0.07103598597080418,0.40599810179544166
187,188,Arbys,Chopped Side Salad,70,45,5,2.5,0.0,15,100,4,1.0,2,5.0,35.0,10.0,10.0,Other,veggie,0.02505415316719381,0.39652072176003267
188,189,Arbys,Crispy Chicken Farmhouse Salad,430,220,24,8.0,0.0,65,1000,26,4.0,4,28.0,60.0,20.0,25.0,Other,white,0.17386323642743345,0.4589387583163372
189,190,Arbys,Greek Gyro Salad,420,340,37,9.0,0.0,55,700,11,2.0,4,10.0,,,,Other,veggie,0.1636778718447278,0.37195977990474716
190,191,Arbys,Roast Turkey Farmhouse Salad,230,120,13,7.0,0.0,55,870,8,2.0,5,22.0,60.0,20.0,25.0,Other,white,0.11621679284840448,0.43175695566875705
191,192,Arbys,Super Greek Salad,720,480,53,15.0,0.0,85,1310,39,5.0,7,22.0,,,,Other,veggie,0.2887510601209742,0.447638062832095
192,193,Burger King,American Brewhouse King,1550,1134,126,47.0,8.0,805,1820,21,3.0,7,134.0,,,,Other,red,0.978940565635246,0.0
193,194,Burger King,Bacon & Swiss Sourdough King,1000,585,65,24.0,3.0,200,1320,48,2.0,8,56.0,,,,Other,red,0.4593255019657813,0.3093084382759599
194,195,Burger King,Bacon Cheeseburger,330,140,16,7.0,0.0,55,830,32,1.0,7,18.0,,,,Other,red,0.13436544897437663,0.4151126983085234
195,196,Burger King,Bacon Cheeseburger Deluxe,290,120,14,6.0,0.5,40,720,28,1.0,7,12.0,,,,Other,red,0.1178108074822327,0.4039821953548109
196,197,Burger King,Bacon King,1040,630,48,28.0,2.5,220,1900,48,1.0,10,57.0,,,,Other,red,0.4754820000252251,0.326010072898826
197,198,Burger King,Bacon King Jr,730,351,39,9.0,0.0,90,1930,63,0.0,16,32.0,,,,Other,red,0.3058671773868265,0.5107634543580987
198,199,Burger King,BBQ Bacon King,1100,675,75,29.0,3.0,220,1850,51,,13,57.0,,,,Other,red,0.5293594650835171,0.33333658277462
199,200,Burger King,Cheeseburger,300,130,14,6.0,0.0,45,710,28,1.0,6,16.0,,,,Other,red,0.11524540639680166,0.40613818509411026
200,201,Burger King,Double Bacon Cheeseburger,520,280,31,14.0,1.0,105,1180,33,1.0,8,31.0,,,,Other,red,0.2441074879960039,0.37449389205544165
201,202,Burger King,Double Cheeseburger,450,230,26,12.0,1.0,95,960,29,1.0,6,26.0,,,,Other,red,0.20701492881602773,0.36956521982920293
202,203,Burger King,Double Hamburger,360,160,18,8.0,0.0,70,520,28,1.0,6,22.0,,,,Other,red,0.14138318906872066,0.3983806989324625
203,204,Burger King,Double Quarter Pound King,900,486,54,25.0,3.0,210,1740,50,2.0,11,56.0,,,,Other,red,0.45188452469574836,0.3345997189834587
204,205,Burger King,Extra Long Cheeseburger,580,300,33,13.0,1.5,85,1030,45,2.0,9,26.0,,,,Other,red,0.2546402985596954,0.3997973280711043
205,206,Burger King,Farmhouse King,1220,720,80,28.0,3.0,335,2050,62,,15,,,,,Other,red,0.5914501194490069,0.33177294100613597
206,207,Burger King,Hamburger,260,90,10,4.0,0.0,35,490,28,1.0,6,13.0,,,,Other,red,0.08847453000477132,0.41070424378963455
207,208,Burger King,Homestyle Cheeseburger,550,250,27,12.0,1.5,95,1140,48,2.0,10,30.0,,,,Other,red,0.25004607439998044,0.4087756343272863
208,209,Burger King,Jalapeno King Sandwich,990,585,65,24.0,3.0,205,1550,46,2.0,7,55.0,,,,Other,red,0.4637790102295401,0.3117577951997741
209,210,Burger King,Mushroom & Swiss King,940,567,63,21.0,2.5,175,1380,45,,8,49.0,,,,Other,red,0.4238680464180127,0.3324803007689962
210,211,Burger King,Rodeo Burger,310,110,13,4.0,0.5,25,450,38,1.0,9,9.0,,,,Other,red,0.10622933485552956,0.4195489550077797
211,212,Burger King,Rodeo King,1250,738,82,31.0,3.5,230,2270,69,3.0,14,60.0,,,,Other,red,0.5900935657720513,0.3421171747981248
212,213,Burger King,Sourdough King Single,730,387,43,16.0,1.5,125,1570,52,2.0,12,35.0,,,,Other,red,0.32869513928291527,0.4025546517188684
213,214,Burger King,Sourdough King Double,970,549,61,24.0,3.0,205,1640,52,2.0,12,55.0,,,,Other,red,0.4663906360355573,0.33874601590826214
214,215,Burger King,Steakhouse King,1100,666,74,24.0,1.0,180,1620,59,,13,50.0,,,,Other,red,0.46230356356784397,0.38407354488443873
215,216,Burger King,Bacon & Cheese Whopper,770,432,48,16.0,2.0,95,1360,47,2.0,9,29.0,,,,Other,red,0.3266715403254398,0.38482033848966274
216,217,Burger King,DOUBLE WHOPPER w/o Cheese,900,510,57,19.0,2.0,140,1050,51,3.0,11,47.0,,,,Other,red,0.38749663524406275,0.3771003004892933
217,218,Burger King,DOUBLE WHOPPER w/ Cheese,990,580,65,24.0,2.0,160,1480,53,3.0,11,52.0,,,,Other,red,0.4411495222664167,0.3664476366723802
218,219,Burger King,WHOPPER w/o Cheese,660,360,40,12.0,1.5,90,980,49,2.0,11,28.0,,,,Other,red,0.27847768222882585,0.4059767343826426
219,220,Burger King,WHOPPER w/ Cheese,760,430,47,16.0,1.0,100,1410,53,3.0,11,33.0,,,,Other,red,0.3193538028632224,0.41830849912002244
220,221,Burger King,WHOPPER JR. w/o Cheese,340,170,19,5.0,0.0,40,510,28,2.0,6,14.0,,,,Other,red,0.11976297084964206,0.41759603968232367
221,222,Burger King,WHOPPER JR. w/ Cheese,380,210,23,8.0,1.0,55,730,29,2.0,6,16.0,,,,Other,red,0.1638053011047842,0.3895626698985294
222,223,Burger King,Bacon Cheddar Ranch Chicken Salad w/ grilled Chicken & Dressing,590,360,40,12.0,0.0,150,1540,18,3.0,6,42.0,,,,Other,white,0.2636869516433644,0.4412685501016592
223,224,Burger King,Bacon Cheddar Ranch Chicken Salad w/ crispy Chicken & Dressing,720,450,50,13.0,0.0,120,1960,32,5.0,7,36.0,,,,Other,white,0.30877678410368603,0.44870470662042194
224,225,Burger King,Chicken BLT Salad w/ Grilled Chicken,550,330,37,10.0,0.0,115,1640,17,3.0,5,36.0,,,,Other,white,0.23466823522161567,0.46412075911475087
225,226,Burger King,Chicken BLT Salad w/ Crispy Chicken,690,430,48,12.0,1.0,100,1750,31,4.0,8,35.0,,,,Other,white,0.3031022043760195,0.41268304325030597
226,227,Burger King,Chicken Caesar Salad w/ Grilled Chicken,530,290,32,5.0,0.0,95,1640,26,3.0,6,35.0,,,,Other,white,0.21221234417799623,0.4803973364839364
227,228,Burger King,Chicken Caesar Salad w/ Crispy Chicken,670,380,43,7.0,0.0,80,1760,40,5.0,8,34.0,,,,Other,white,0.26426119460242997,0.48040946934861983
228,229,Burger King,"Chicken, Apple & Cranberry Salad w/ Grilled Chicken",560,270,30,7.0,0.0,90,980,40,4.0,34,29.0,,,,Other,white,0.24134432357154226,0.5221790895355995
229,230,Burger King,"Chicken, Apple & Cranberry Salad w/ Crispy Chicken",700,370,41,9.0,0.0,80,1090,54,5.0,37,28.0,,,,Other,white,0.29030539254317667,0.5445144480678562
230,231,Burger King,"Garden Grilled Chicken Salad w/ Grilled Chicken, no dressing",320,120,14,6.0,0.0,115,650,16,2.0,4,36.0,,,,Other,white,0.14383050578403972,0.4064445896299699
231,232,Burger King,"Garden Grilled Chicken Salad w/ Crispy Chicken, no dressing",450,220,24,7.0,0.0,85,1070,30,5.0,6,29.0,,,,Other,white,0.18008895207594694,0.5067299323690628
232,233,Burger King,Side Caesar Salad with dressing,220,180,20,4.0,0.0,10,540,7,2.0,3,6.0,,,,Other,veggie,0.07947595582044403,0.4123565988046979
233,234,Burger King,Side Garden Salad and Avocado Ranch Dressing,230,190,21,5.0,0.0,30,520,7,2.0,3,5.0,,,,Other,veggie,0.08782688415750131,0.4207144704979313
234,235,Burger King,Bacon Cheddar Ranch Crispy Chicken Sandwich,830,468,52,14.0,0.5,110,2100,57,,9,34.0,,,,Other,white,0.34176947381895517,0.45604210246454924
235,236,Burger King,BBQ Bacon Crispy Chicken Sandwich,440,243,27,4.5,0.0,15,630,44,,13,7.0,,,,Other,white,0.15174264150892014,0.4822673743684794
236,237,Burger King,Big Fish Sandwich,530,250,27,4.5,0.0,30,1360,54,2.0,7,17.0,,,,Other,white,0.17870972038047694,0.4571990140042542
237,238,Burger King,BK VEGGIE Burger,410,150,16,3.0,0.0,5,1030,44,7.0,8,22.0,,,,Other,red,0.1465618335194312,0.6005160328355996
238,239,Burger King,Chicken Burger,480,220,25,2.5,0.0,5,1160,42,2.0,10,22.0,,,,Other,white,0.1577245976878417,0.4601879000616523
239,240,Burger King,Chicken Cordon Bleu Sandwich,730,351,39,9.0,0.0,90,1930,63,,16,32.0,,,,Other,white,0.3097018128481648,0.5209818719333171
240,241,Burger King,Chicken Fries,290,150,17,3.0,1.5,40,780,18,1.0,1,16.0,,,,Other,white,0.1239658076280128,0.3587774549031308
241,242,Burger King,4 Piece Chicken Nuggets,190,100,11,2.0,0.0,25,310,10,1.0,0,10.0,,,,Other,white,0.054649945597206984,0.37696515353834414
242,243,Burger King,6 Piece Chicken Nuggets,290,150,17,3.0,0.0,40,460,15,1.0,0,15.0,,,,Other,white,0.08952326548436185,0.37722326457031985
243,244,Burger King,20 Piece Chicken Nuggets,950,500,55,11.0,0.0,130,1530,50,5.0,0,51.0,,,,Other,white,0.33196319280471276,0.42242558320907775
244,245,Burger King,Chicken Nuggets (10pc),470,260,29,5.0,0.0,50,890,34,5.0,0,21.0,,,,Other,white,0.16294877096428503,0.4452230198642859
245,246,Burger King,Chicken Parmesan Sandwich,570,225,25,8.0,0.0,70,1340,57,,9,32.0,,,,Other,white,0.22392919481556509,0.5047048898920172
246,247,Burger King,Crispy Buffalo Chicken Melt,580,252,28,8.0,0.5,70,2310,56,,8,30.0,,,,Other,white,0.2553303508391172,0.5044227007371487
247,248,Burger King,Crispy Chicken Jr.,430,250,28,4.5,0.0,30,760,34,2.0,4,12.0,,,,Other,white,0.1422964811108774,0.41541788463437457
248,249,Burger King,Crispy Chicken Sandwich,670,370,41,7.0,0.5,60,1070,54,2.0,7,23.0,,,,Other,white,0.23662348652810958,0.4262353873252988
249,250,Burger King,Grilled Chicken Sandwich,470,170,19,3.5,0.0,85,850,39,2.0,6,37.0,,,,Other,white,0.1710782519103621,0.445728613298151
250,251,Burger King,Grilled Chili Cheese Dog,330,170,19,8.0,1.0,40,980,28,2.0,5,14.0,,,,Other,red,0.14921567816053208,0.3907416992784284
251,252,Burger King,Grilled Hot Dog,310,140,16,6.0,1.0,30,960,32,2.0,10,11.0,,,,Other,red,0.13924673106376262,0.4186406302265336
252,253,Burger King,Jalapeno Chicken Fries,300,160,18,3.0,0.0,40,950,19,1.0,1,15.0,,,,Other,white,0.10692517836717048,0.3934847236095332
253,254,Burger King,Original Chicken Sandwich,630,350,39,7.0,1.0,65,1390,46,3.0,4,24.0,,,,Other,white,0.2401614238035523,0.41406981057026987
254,255,Burger King,Pretzel Chicken Fries,340,189,21,3.5,0.0,45,1200,21,1.0,1,16.0,,,,Other,white,0.1255998439223902,0.3934442726357566
255,256,Burger King,Rodeo Crispy Chicken Sandwich,410,150,17,3.0,0.0,20,870,53,2.0,14,12.0,,,,Other,white,0.13819776722200894,0.48163878624374623
256,257,Burger King,Sourdough Chicken Club,840,459,51,12.0,1.0,95,1760,62,3.0,7,32.0,,,,Other,white,0.3281472713244183,0.43875211549482024
257,258,Burger King,4 Piece Spicy Chicken Nuggets,210,135,15,3.0,0.0,20,570,11,2.0,0,8.0,,,,Other,white,0.07110486180000708,0.38980973844982625
258,259,Burger King,Spicy Chicken Nuggets,530,333,37,7.0,0.0,55,1420,28,,0,20.0,,,,Other,white,0.19532863445452162,0.41595807473447316
259,260,Burger King,Spicy Crispy Chicken Jr.,410,220,25,4.5,0.0,35,850,35,2.0,5,12.0,,,,Other,white,0.14012880418046733,0.42248318605128315
260,261,Burger King,Spicy Crispy Chicken Sandwich,700,378,42,7.0,0.0,65,1140,57,3.0,8,25.0,,,,Other,white,0.24206488348748112,0.4526358932291187
261,262,Burger King,Spicy Crispy Jalapeno Chicken Sandwich,760,405,45,11.0,0.0,95,1720,58,3.0,8,32.0,,,,Other,white,0.2896123647911211,0.4474179343007438
262,263,Dairy Queen,1/2 lb. FlameThrower® GrillBurger,1000,660,74,26.0,2.0,170,1610,40,2.0,9,46.0,25.0,8.0,30.0,Other,red,0.45320357853527443,0.3252816235513677
263,264,Dairy Queen,1/2 lb. GrillBurger with Cheese,800,460,51,20.0,2.0,135,1280,44,3.0,13,40.0,25.0,6.0,35.0,Other,red,0.36927625575151835,0.3842249864208801
264,265,Dairy Queen,1/4 lb. Bacon Cheese GrillBurger,630,330,37,13.0,1.0,95,1250,44,2.0,13,30.0,20.0,6.0,25.0,Other,red,0.27390486088611576,0.41848580196438134
265,266,Dairy Queen,1/4 lb. GrillBurger with Cheese,540,270,30,11.0,1.0,70,1020,44,3.0,13,23.0,20.0,6.0,25.0,Other,red,0.23282428106880967,0.43906846416205564
266,267,Dairy Queen,1/4 lb. Mushroom Swiss GrillBurger,570,310,35,11.0,1.0,75,820,39,2.0,8,24.0,2.0,0.0,25.0,Other,red,0.23249781880379256,0.39541983159714433
267,268,Dairy Queen,Original Cheeseburger,400,160,18,9.0,1.0,65,930,34,1.0,8,19.0,10.0,0.0,10.0,Other,red,0.1708496334733451,0.39182204667848197
268,269,Dairy Queen,Original Double Cheeseburger,630,310,34,18.0,2.0,125,1240,34,1.0,9,34.0,15.0,0.0,20.0,Other,red,0.2955011769916548,0.3451979543749736
269,270,Dairy Queen,4 Piece Chicken Strip Basket w/ Country Gravy,1030,480,53,9.0,1.0,80,2780,105,9.0,4,35.0,2.0,0.0,10.0,Other,white,0.3787189688806958,0.5362316722307613
270,271,Dairy Queen,6 Piece Chicken Strip Basket w/ Country Gravy,1260,590,66,11.0,1.0,120,3500,121,12.0,4,49.0,2.0,0.0,10.0,Other,white,0.4739620415022364,0.575481120777132
271,272,Dairy Queen,Bacon Cheese Dog,420,240,26,11.0,1.0,60,1140,26,1.0,3,19.0,,,,Other,red,0.18741062771182765,0.3660413961143827
272,273,Dairy Queen,Cheese Dog,390,220,24,11.0,1.0,50,1000,26,1.0,3,16.0,,,,Other,red,0.17291321779282662,0.36722904638250414
273,274,Dairy Queen,Chili Cheese Dog,380,220,24,11.0,1.0,55,900,23,1.0,3,16.0,10.0,0.0,15.0,Other,red,0.17031534285790018,0.3625218884021041
274,275,Dairy Queen,Chili Dog,330,180,20,8.0,1.0,40,1050,24,1.0,5,13.0,8.0,0.0,6.0,Other,red,0.14861210046369028,0.3758301710116073
275,276,Dairy Queen,Hot Dog,290,160,17,7.0,1.0,35,900,22,1.0,4,11.0,4.0,0.0,6.0,Other,red,0.1298955038446818,0.3731701137994943
276,277,Dairy Queen,Relish Dog,350,180,20,8.0,1.0,35,1000,30,1.0,6,13.0,,,,Other,red,0.15177059971667256,0.38497281264060196
277,278,Dairy Queen,Barbecue Pork Sandwich,310,80,9,3.0,0.0,50,830,41,2.0,9,17.0,10.0,4.0,4.0,Other,red,0.11379639538390575,0.4525121750782082
278,279,Dairy Queen,Breaded Mushrooms,250,80,9,1.0,0.0,0,500,36,2.0,1,7.0,0.0,2.0,2.0,Other,other,0.06217150812953809,0.4292384047525351
279,280,Dairy Queen,Regular Cheese Curds,550,410,45,25.0,0.0,150,900,0,0.0,0,35.0,30.0,0.0,100.0,Other,other,0.29211159108035833,0.34525308996545623
280,281,Dairy Queen,Large Cheese Curds,1050,670,75,43.0,1.0,180,2210,52,0.0,30,43.0,,,,Other,other,0.5330028112859946,0.37208360073368957
281,282,Dairy Queen,Chili Cheese Mega Dog,760,440,49,21.0,2.0,100,1570,48,2.0,6,32.0,,,,Other,red,0.34584332557486885,0.3690628510235884
282,283,Dairy Queen,Corn Dog,260,140,15,4.0,0.0,20,450,26,1.0,7,6.0,0.0,4.0,0.0,Other,red,0.08691069376025826,0.40724517722272147
283,284,Dairy Queen,Crispy Fish Sandwich,470,200,22,3.0,0.0,20,1210,53,2.0,7,17.0,10.0,2.0,6.0,Other,white,0.15386110175678952,0.4595251204654824
284,285,Dairy Queen,Deluxe Cheeseburger,400,160,18,9.0,1.0,65,930,35,1.0,9,20.0,20.0,6.0,10.0,Other,red,0.17304570381668652,0.40153716103353965
285,286,Dairy Queen,Deluxe Double Cheeseburger,640,310,34,18.0,2.0,125,1240,35,1.0,9,34.0,25.0,6.0,20.0,Other,red,0.2961092157819029,0.35249869827122965
286,287,Dairy Queen,Deluxe Double Hamburger,540,240,26,13.0,1.0,100,750,34,1.0,9,29.0,15.0,6.0,4.0,Other,red,0.22010213578115004,0.37283239850446115
287,288,Dairy Queen,Deluxe Hamburger,350,130,14,7.0,1.0,50,680,34,1.0,9,17.0,15.0,6.0,4.0,Other,red,0.14344793290310648,0.40099228777959295
288,289,Dairy Queen,DQ Ultimate® Burger,780,430,48,22.0,2.0,150,1390,34,1.0,7,41.0,20.0,6.0,20.0,Other,red,0.3551947732128812,0.3244648020065916
289,290,Dairy Queen,Pork Tenderloin Sandwich,580,310,34,7.0,0.0,45,910,48,2.0,6,19.0,,,,Other,red,0.19406606596479112,0.4306413519433758
290,291,Dairy Queen,Steak Finger Basket,910,430,48,13.0,0.5,45,2210,95,5.0,2,23.0,,,,Other,red,0.31928329049756604,0.4912015018342606
291,292,Dairy Queen,3 chicken strips Chicken Strips,350,180,20,3.0,0.0,60,960,22,10.0,0,22.0,,,,Other,white,0.1403132545310621,0.5832928490921805
292,293,Dairy Queen,Chicken Bacon Ranch Sandwich,500,180,20,8.0,0.0,65,1190,45,3.0,3,33.0,,,,Other,white,0.18523753692978276,0.45790501976054226
293,294,Dairy Queen,Chicken Mozzarella Sandwich,640,220,25,8.0,0.0,60,1530,68,4.0,3,34.0,,,,Other,white,0.22940744130211385,0.49832552845281813
294,295,Dairy Queen,Crispy Chicken BLT Salad,520,280,31,10.0,0.0,100,1470,25,9.0,6,37.0,,,,Other,white,0.23598071840838236,0.5267565712443245
295,296,Dairy Queen,Crispy Chicken Garden Greens Salad,280,120,13,2.0,0.0,40,670,24,9.0,6,17.0,,,,Other,white,0.11169178043700848,0.5928200388271234
296,297,Dairy Queen,Crispy Chicken Sandwich,600,270,30,5.0,0.0,55,1250,59,7.0,8,24.0,10.0,6.0,15.0,Other,white,0.2119668026303199,0.5154631763513458
297,298,Dairy Queen,Crispy Chicken Wrap,350,190,21,5.0,0.0,35,820,30,2.0,1,12.0,10.0,2.0,10.0,Other,white,0.12191889055916251,0.4111398460611922
298,299,Dairy Queen,Grilled Chicken BLT Salad,380,170,19,9.0,0.0,100,1540,11,3.0,6,42.0,,,,Other,white,0.18607807535263632,0.47571618609048894
299,300,Dairy Queen,Grilled Chicken Garden Greens Salad,150,20,2,0.5,0.0,40,730,10,3.0,6,23.0,,,,Other,white,0.06680515773207901,0.46819171880703736
300,301,Dairy Queen,Grilled Chicken Sandwich,360,140,15,3.0,0.0,50,1040,32,1.0,5,25.0,10.0,8.0,6.0,Other,white,0.13139277032342916,0.4253258461133008
301,302,Dairy Queen,Grilled Chicken Wrap,280,130,15,4.0,0.0,30,800,22,1.0,1,15.0,10.0,4.0,10.0,Other,white,0.09877303461454831,0.4020096646005817
302,303,Dairy Queen,Side Salad,20,0,0,0.0,0.0,0,15,5,2.0,3,1.0,50.0,30.0,15.0,Other,veggie,0.0,0.4418532769868683
303,304,Dairy Queen,Turkey BLT Sandwich,550,240,26,8.0,0.0,60,1420,45,3.0,3,30.0,,,,Other,white,0.20488075445373097,0.4606495070905208
304,305,Subway,"6"" B.L.T.",320,80,9,4.0,0.0,20,680,43,5.0,6,15.0,8.0,8.0,30.0,Other,red,0.11219939750442902,0.5010031510319306
305,306,Subway,Footlong B.L.T.,640,160,18,8.0,0.0,40,1360,86,10.0,12,30.0,16.0,16.0,60.0,Other,red,0.2374089298683866,0.6359208683540504
306,307,Subway,"6"" BBQ Rib Sandwich",430,160,18,6.0,0.0,50,590,47,5.0,8,19.0,8.0,20.0,30.0,Other,red,0.15567387798757537,0.5012641258712225
307,308,Subway,Footlong BBQ Rib Sandwich,860,320,36,12.0,0.0,100,1180,94,10.0,16,38.0,16.0,40.0,60.0,Other,red,0.32435789083467925,0.6364428180326341
308,309,Subway,"6"" Big Hot Pastrami",580,310,31,11.0,0.0,85,1470,47,5.0,7,29.0,10.0,45.0,40.0,Other,red,0.246237783599685,0.5097862472903675
309,310,Subway,Footlong Big Hot Pastrami,1160,620,62,22.0,0.0,170,2940,94,10.0,14,58.0,20.0,90.0,80.0,Other,red,0.5054857020588985,0.6534870608709241
310,311,Subway,"6"" Big Philly Cheesesteak",500,150,17,9.0,1.0,85,1310,51,6.0,8,38.0,15.0,20.0,50.0,Other,red,0.23248590681976675,0.5118098112764341
